A185,C000,C969,,0
A185,D800,D899,,0
A185,R75,,,0
A185,Y632,,,0
A185,Y842,,,0
A186,A150,A199,,0
A186,B200,B24,,0
A186,C000,C969,,0
A186,D800,D899,,0
A186,R75,,,0
A186,Y632,,,0
A186,Y842,,,0
A187,A150,A199,,0
A187,B200,B24,,0
A187,C000,C969,,0
A187,D800,D899,,0
A187,R75,,,0
A187,Y632,,,0
A187,Y842,,,0
A188,A150,A199,,0
A188,B200,B24,,0
A188,C000,C969,,0
A188,D800,D899,,0
A188,R75,,,0
A188,Y632,,,0
A188,Y842,,,0
A190,A150,A199,,0
A190,B200,B24,,0
A190,C000,C969,,0
A190,D800,D899,,0
A190,R75,,,0
A190,Y632,,,0
A190,Y842,,,0
A191,A150,A199,,0
A191,B200,B24,,0
A191,C000,C969,,0
A191,D800,D899,,0
A191,Y632,,,0
A191,Y842,,,0
A192,A150,A199,,0
A192,B200,B24,,0
A192,C000,C969,,0
A192,D800,D899,,0
A192,Y632,,,0
A192,Y842,,,0
A198,A150,A199,,0
A198,B200,B24,,0
A198,C000,C969,,0
A198,D800,D899,,0
A198,Y632,,,0
A198,Y842,,,0
A199,A150,A199,,0
A199,B200,B24,,0
A199,C000,C969,,0
A199,D800,D899,,0
A199,Y632,,,0
A199,Y842,,,0
A200,A200,,,0
A200,A209,,,0
A201,A201,,,0
A201,A209,,,0
A202,A202,,,0
A202,A209,,,0
A203,A203,,,0
A203,A209,,,0
A207,A207,,,0
A207,A209,,,0
A208,A208,A209,,0
A209,A209,,,0
A210,A210,,,0
A211,A211,,,0
A212,A212,,,0
A213,A213,,,0
A217,A217,,,0
A218,A218,,,0
A219,A219,,,0
A220,A220,A229,,0
A221,A220,A229,,0
A222,A220,A229,,0
A227,A220,A229,,0
A228,A220,A229,,0
A229,A220,A229,,0
A230,A230,,,0
A230,A239,,,0
A231,A231,,,0
A231,A239,,,0
A232,A232,,,0
A232,A239,,,0
A233,A233,,,0
A233,A239,,,0
A238,A238,A239,,0
A239,A239,,,0
A240,A000,Z999,,0
A241,A000,Z999,,0
A242,A000,Z999,,0
A243,A000,Z999,,0
A244,A000,Z999,,0
A250,A000,Z999,,0
A251,A000,Z999,,0
A259,A000,Z999,,0
A260,A000,Z999,,0
A267,A000,Z999,,0
A268,A000,Z999,,0
A269,A000,Z999,,0
A270,A270,,,0
A270,A279,,,0
A278,A278,A279,,0
A279,A279,,,0
A280,A000,Z999,,0
A281,A000,Z999,,0
A282,A000,Z999,,0
A288,A000,Z999,,0
A289,A000,Z999,,0
A300,A300,,,0
A300,A309,,,0
A301,A301,,,0
A301,A309,,,0
A302,A302,,,0
A302,A309,,,0
A303,A303,,,0
A303,A309,,,0
A304,A304,,,0
A304,A309,,,0
A305,A305,,,0
A305,A309,,,0
A308,A308,A309,,0
A309,A309,,,0
A310,A000,Z999,,0
A311,A000,Z999,,0
A318,A000,Z999,,0
A319,A000,Z999,,0
A320,A000,Z999,,0
A321,A000,Z999,,0
A327,A000,Z999,,0
A328,A000,Z999,,0
A329,A000,Z999,,0
A33,A33,,,0
A34,A34,,,0
A35,A35,,,0
A360,A360,A369,,0
A361,A360,A369,,0
A362,A360,A369,,0
A363,A360,A369,,0
A368,A360,A369,,0
A369,A360,A369,,0
A370,A370,,,0
A370,A379,,,0
A371,A371,,,0
A371,A379,,,0
A378,A378,A379,,0
A379,A379,,,0
A38,A38,,,0
A390,A390,A399,,0
A391,A390,A399,,0
A392,A390,A399,,0
A393,A390,A399,,0
A394,A390,A399,,0
A395,A390,A399,,0
A398,A390,A399,,0
A399,A390,A399,,0
A400,A000,Z999,,0
A401,A000,Z999,,0
A402,A000,Z999,,0
A403,A000,Z999,,0
A408,A000,Z999,,0
A409,A000,Z999,,0
A410,A000,Z999,,0
A411,A000,Z999,,0
A412,A000,Z999,,0
A413,A000,Z999,,0
A414,A000,Z999,,0
A415,A000,Z999,,0
A418,A000,Z999,,0
A419,A000,Z999,,0
A420,A000,Z999,,0
A421,A000,Z999,,0
A422,A000,Z999,,0
A427,A000,Z999,,0
A428,A000,Z999,,0
A429,A000,Z999,,0
A430,A000,Z999,,0
A431,A000,Z999,,0
A438,A000,Z999,,0
A439,A000,Z999,,0
A440,A000,Z999,,0
A441,A000,Z999,,0
A448,A000,Z999,,0
A449,A000,Z999,,0
A46,A000,Z999,,0
A480,A000,Z999,,0
A481,A000,Z999,,0
A482,A000,Z999,,0
A483,A000,Z999,,0
A484,A000,Z999,,0
A488,A000,Z999,,0
A490,A000,Z999,,0
A491,A000,Z999,,0
A492,A000,Z999,,0
A493,A000,Z999,,0
A498,A000,Z999,,0
A499,A000,Z999,,0
A500,A000,Z999,,0
A501,A000,Z999,,0
A502,A000,Z999,,0
A503,A000,Z999,,0
A504,A000,Z999,,0
A505,A000,Z999,,0
A506,A000,Z999,,0
A507,A000,Z999,,0
A509,A000,Z999,,0
A510,A000,Z999,,0
A511,A000,Z999,,0
A512,A000,Z999,,0
A513,A000,Z999,,0
A514,A000,Z999,,0
A515,A000,Z999,,0
A519,A000,Z999,,0
A520,A000,Z999,,0
A521,A000,Z999,,0
A522,A000,Z999,,0
A523,A000,Z999,,0
A527,A000,Z999,,0
A528,A000,Z999,,0
A529,A000,Z999,,0
A530,A000,Z999,,0
A539,A000,Z999,,0
A540,A000,Z999,,0
A541,A000,Z999,,0
A542,A000,Z999,,0
A543,A000,Z999,,0
A544,A000,Z999,,0
A545,A000,Z999,,0
A546,A000,Z999,,0
A548,A000,Z999,,0
A549,A000,Z999,,0
A55,A000,Z999,,0
A560,A000,Z999,,0
A561,A000,Z999,,0
A562,A000,Z999,,0
A563,A000,Z999,,0
A564,A000,Z999,,0
A568,A000,Z999,,0
A57,A000,Z999,,0
A58,A000,Z999,,0
A590,A000,Z999,,0
A598,A000,Z999,,0
A599,A000,Z999,,0
A600,A000,Z999,,0
A601,A000,Z999,,0
A609,A000,Z999,,0
A630,A000,Z999,,0
A638,A000,Z999,,0
A64,A000,Z999,,0
A65,A000,Z999,,0
A660,A000,Z999,,0
A661,A000,Z999,,0
A662,A000,Z999,,0
A663,A000,Z999,,0
A664,A000,Z999,,0
A665,A000,Z999,,0
A666,A000,Z999,,0
A667,A000,Z999,,0
A668,A000,Z999,,0
A669,A000,Z999,,0
A670,A000,Z999,,0
A671,A000,Z999,,0
A672,A000,Z999,,0
A673,A000,Z999,,0
A679,A000,Z999,,0
A680,A000,Z999,,0
A681,A000,Z999,,0
A689,A000,Z999,,0
A690,A000,Z999,,0
A691,A000,Z999,,0
A692,A000,Z999,,0
A698,A000,Z999,,0
A699,A000,Z999,,0
A70,A70,,,0
A710,A710,A719,,0
A711,A710,A719,,0
A719,A710,A719,,0
A740,A000,Z999,,0
A748,A000,Z999,,0
A749,A000,Z999,,0
A750,A750,,,0
A750,A759,,,0
A751,A751,,,0
A751,A759,,,0
A752,A752,,,0
A753,A753,A759,,0
A759,A750,A759,,0
A770,A770,,,0
A770,A779,,,0
A771,A771,,,0
A771,A779,,,0
A772,A772,,,0
A772,A779,,,0
A773,A773,,,0
A773,A779,,,0
A778,A778,A779,,0
A779,A770,A779,,0
A78,A78,,,0
A790,A790,,,0
A791,A791,,,0
A798,A798,,,0
A799,A799,,,0
A800,A800,,,0
A801,A801,,,0
A802,A802,,,0
A803,A803,,,0
A804,A804,,,0
A809,A809,,,0
A810,A810,,,0
A810,A819,,,0
A811,A811,,,0
A811,A819,,,0
A812,A000,Z999,,0
A818,A000,Z999,,0
A819,A000,Z999,,0
A820,A820,,,0
A821,A821,,,0
A829,A829,,,0
A830,A830,,,0
A831,A831,,,0
A832,A832,,,0
A833,A833,,,0
A834,A834,,,0
A835,A835,,,0
A836,A836,,,0
A838,A838,,,0
A839,A839,,,0
A840,A840,,,0
A840,A849,,,0
A841,A841,,,0
A841,A849,,,0
A848,A848,A849,,0
A849,A849,,,0
A850,A850,,,0
A851,A851,,,0
A852,A852,,,0
A858,A858,,,0
A86,A86,,,0
A870,A000,Z999,,0
A871,A000,Z999,,0
A872,A000,Z999,,0
A878,A000,Z999,,0
A879,A000,Z999,,0
A880,A000,Z999,,0
A881,A000,Z999,,0
A888,A000,Z999,,0
A89,A000,Z999,,0
A90,A000,Z999,,0
A91,A91,,,0
A920,A920,,,0
A920,A929,,,0
A921,A921,,,0
A921,A929,,,0
A922,A922,,,0
A922,A929,,,0
A923,A923,,,0
A923,A929,,,0
A924,A924,,,0
A924,A929,,,0
A928,A928,A929,,0
A929,A920,A929,,0
A930,A000,Z999,,0
A931,A000,Z999,,0
A932,A000,Z999,,0
A938,A000,Z999,,0
A94,A000,Z999,,0
A950,A950,,,0
A950,A959,,,0
A951,A951,A959,,0
A959,A959,,,0
A960,A960,,,0
A961,A961,,,0
A962,A962,,,0
A968,A000,Z999,,0
A969,A000,Z999,,0
A980,A980,,,0
A981,A981,,,0
A982,A982,,,0
A983,A983,,,0
A984,A984,,,0
A985,A985,,,0
A988,A988,,,0
A99,A000,Z999,,0
B000,A000,Z999,,0
B001,A000,Z999,,0
B002,A000,Z999,,0
B003,A000,Z999,,0
B004,A000,Z999,,0
B005,A000,Z999,,0
B007,A000,Z999,,0
B008,A000,Z999,,0
B009,A000,Z999,,0
B010,A000,Z999,,0
B011,A000,Z999,,0
B012,A000,Z999,,0
B018,A000,Z999,,0
B019,A000,Z999,,0
B020,A000,Z999,,0
B021,A000,Z999,,0
B022,A000,Z999,,0
B023,A000,Z999,,0
B027,A000,Z999,,0
B028,A000,Z999,,0
B029,A000,Z999,,0
B03,B03,,,0
B04,B04,,,0
B050,B050,B059,,0
B051,B050,B059,,0
B052,B050,B059,,0
B053,B050,B059,,0
B054,B050,B059,,0
B058,B050,B059,,0
B059,B050,B059,,0
B060,B060,B069,,0
B068,B060,B069,,0
B069,B060,B069,,0
B07,A000,Z999,,0
B080,A000,Z999,,0
B081,A000,Z999,,0
B082,A000,Z999,,0
B083,A000,Z999,,0
B084,A000,Z999,,0
B085,A000,Z999,,0
B088,A000,Z999,,0
B09,A000,Z999,,0
B150,A000,Z999,,0
B159,A000,Z999,,0
B160,B160,,,0
B160,B199,,,0
B161,B161,,,0
B161,B199,,,0
B162,B162,,,0
B162,B199,,,0
B169,B169,,,0
B169,B199,,,0
B170,B170,,,0
B170,B199,,,0
B171,B171,,,0
B171,B199,,,0
B172,A000,Z999,,0
B178,A000,Z999,,0
B179,B179,,,0
B179,C000,C969,,0
B180,B180,,,0
B180,B199,,,0
B181,B181,,,0
B181,B199,,,0
B182,B182,,,0
B182,B199,,,0
B188,A000,Z999,,0
B189,A000,Z999,,0
B190,A000,Z999,,0
B199,A000,Z999,,0
B200,B200,B24,,0
B201,B200,B24,,0
B202,B200,B24,,0
B203,B200,B24,,0
B204,B200,B24,,0
B205,B200,B24,,0
B206,B200,B24,,0
B207,B200,B24,,0
B208,B200,B24,,0
B209,B200,B24,,0
B210,B200,B24,,0
B211,B200,B24,,0
B212,B200,B24,,0
B213,B200,B24,,0
B217,B200,B24,,0
B218,B200,B24,,0
B219,B200,B24,,0
B220,B200,B24,,0
B221,B200,B24,,0
B222,B200,B24,,0
B227,B200,B24,,0
B230,B200,B24,,0
B231,B200,B24,,0
B232,B200,B24,,0
B238,B200,B24,,0
B24,B200,B24,,0
B250,A000,Z999,,0
B251,A000,Z999,,0
B252,A000,Z999,,0
B258,A000,Z999,,0
B259,A000,Z999,,0
B260,B260,B269,,0
B261,B260,B269,,0
B262,B260,B269,,0
B263,B260,B269,,0
B268,B260,B269,,0
B269,B260,B269,,0
B270,A000,Z999,,0
B271,A000,Z999,,0
B278,A000,Z999,,0
B279,A000,Z999,,0
B300,A000,Z999,,0
B301,A000,Z999,,0
B302,A000,Z999,,0
B303,A000,Z999,,0
B308,A000,Z999,,0
B309,A000,Z999,,0
B330,A000,Z999,,0
B331,A000,Z999,,0
B332,A000,Z999,,0
B333,A000,Z999,,0
B334,A000,Z999,,0
B338,A000,Z999,,0
B340,A000,Z999,,0
B341,A000,Z999,,0
B342,A000,Z999,,0
B343,A000,Z999,,0
B344,A000,Z999,,0
B348,A000,Z999,,0
B349,A000,Z999,,0
B350,A000,Z999,,0
B351,A000,Z999,,0
B352,A000,Z999,,0
B353,A000,Z999,,0
B354,A000,Z999,,0
B355,A000,Z999,,0
B356,A000,Z999,,0
B358,A000,Z999,,0
B359,A000,Z999,,0
B360,A000,Z999,,0
B361,A000,Z999,,0
B362,A000,Z999,,0
B363,A000,Z999,,0
B368,A000,Z999,,0
B369,A000,Z999,,0
B370,A000,Z999,,0
B371,A000,Z999,,0
B372,A000,Z999,,0
B373,A000,Z999,,0
B374,A000,Z999,,0
B375,A000,Z999,,0
B376,A000,Z999,,0
B377,A000,Z999,,0
B378,A000,Z999,,0
B379,A000,Z999,,0
B380,A000,Z999,,0
B381,A000,Z999,,0
B382,A000,Z999,,0
B383,A000,Z999,,0
B384,A000,Z999,,0
B387,A000,Z999,,0
B388,A000,Z999,,0
B389,A000,Z999,,0
B390,A000,Z999,,0
B391,A000,Z999,,0
B392,A000,Z999,,0
B393,A000,Z999,,0
B394,A000,Z999,,0
B395,A000,Z999,,0
B399,A000,Z999,,0
B400,A000,Z999,,0
B401,A000,Z999,,0
B402,A000,Z999,,0
B403,A000,Z999,,0
B407,A000,Z999,,0
B408,A000,Z999,,0
B409,A000,Z999,,0
B410,A000,Z999,,0
B417,A000,Z999,,0
B418,A000,Z999,,0
B419,A000,Z999,,0
B420,A000,Z999,,0
B421,A000,Z999,,0
B427,A000,Z999,,0
B428,A000,Z999,,0
B429,A000,Z999,,0
B430,A000,Z999,,0
B431,A000,Z999,,0
B432,A000,Z999,,0
B438,A000,Z999,,0
B439,A000,Z999,,0
B440,A000,Z999,,0
B441,A000,Z999,,0
B442,A000,Z999,,0
B447,A000,Z999,,0
B448,A000,Z999,,0
B449,A000,Z999,,0
B450,A000,Z999,,0
B451,A000,Z999,,0
B452,A000,Z999,,0
B453,A000,Z999,,0
B457,A000,Z999,,0
B458,A000,Z999,,0
B459,A000,Z999,,0
B460,A000,Z999,,0
B461,A000,Z999,,0
B462,A000,Z999,,0
B463,A000,Z999,,0
B464,A000,Z999,,0
B465,A000,Z999,,0
B468,A000,Z999,,0
B469,A000,Z999,,0
B470,A000,Z999,,0
B471,A000,Z999,,0
B479,A000,Z999,,0
B480,A000,Z999,,0
B481,A000,Z999,,0
B482,A000,Z999,,0
B483,A000,Z999,,0
B484,A000,Z999,,0
B487,A000,Z999,,0
B488,A000,Z999,,0
B49,A000,Z999,,0
B500,B500,,,0
B508,B508,,,0
B509,B509,,,0
B510,B510,,,0
B518,B518,,,0
B519,B519,,,0
B520,B520,,,0
B528,B528,,,0
B529,B529,,,0
B530,B530,,,0
B531,B531,,,0
B538,B538,,,0
B54,B54,,,0
B550,B550,,,0
B550,B559,,,0
B551,B551,,,0
B551,B559,,,0
B552,B552,B559,,0
B559,B550,B559,,0
B560,B560,,,0
B560,B569,,,0
B561,B561,B569,,0
B569,B560,B569,,0
B570,B570,,,0
B570,B575,,,0
B571,B571,,,0
B571,B575,,,0
B572,B572,,,0
B572,B575,,,0
B573,B573,,,0
B573,B575,,,0
B574,B574,B575,,0
B575,B575,,,0
B580,A000,Z999,,0
B581,A000,Z999,,0
B582,A000,Z999,,0
B583,A000,Z999,,0
B588,A000,Z999,,0
B589,A000,Z999,,0
B59,A000,Z999,,0
B600,A000,Z999,,0
B601,A000,Z999,,0
B602,A000,Z999,,0
B608,A000,Z999,,0
B64,A000,Z999,,0
B650,A000,Z999,,0
B651,A000,Z999,,0
B652,A000,Z999,,0
B653,A000,Z999,,0
B658,A000,Z999,,0
B659,A000,Z999,,0
B660,A000,Z999,,0
B661,A000,Z999,,0
B662,A000,Z999,,0
B663,A000,Z999,,0
B664,A000,Z999,,0
B665,A000,Z999,,0
B668,A000,Z999,,0
B669,A000,Z999,,0
B670,A000,Z999,,0
B671,A000,Z999,,0
B672,A000,Z999,,0
B673,A000,Z999,,0
B674,A000,Z999,,0
B675,A000,Z999,,0
B676,A000,Z999,,0
B677,A000,Z999,,0
B678,A000,Z999,,0
B679,A000,Z999,,0
B680,A000,Z999,,0
B681,A000,Z999,,0
B689,A000,Z999,,0
B690,A000,Z999,,0
B691,A000,Z999,,0
B698,A000,Z999,,0
B699,A000,Z999,,0
B700,A000,Z999,,0
B701,A000,Z999,,0
B710,A000,Z999,,0
B711,A000,Z999,,0
B718,A000,Z999,,0
B719,A000,Z999,,0
B72,A000,Z999,,0
B73,A000,Z999,,0
B740,A000,Z999,,0
B741,A000,Z999,,0
B742,A000,Z999,,0
B743,A000,Z999,,0
B744,A000,Z999,,0
B748,A000,Z999,,0
B749,A000,Z999,,0
B75,A000,Z999,,0
B760,A000,Z999,,0
B761,A000,Z999,,0
B768,A000,Z999,,0
B769,A000,Z999,,0
B770,A000,Z999,,0
B778,A000,Z999,,0
B779,A000,Z999,,0
B780,A000,Z999,,0
B781,A000,Z999,,0
B787,A000,Z999,,0
B789,A000,Z999,,0
B79,A000,Z999,,0
B80,A000,Z999,,0
B810,A000,Z999,,0
B811,A000,Z999,,0
B812,A000,Z999,,0
B813,A000,Z999,,0
B814,A000,Z999,,0
B818,A000,Z999,,0
B820,A000,Z999,,0
B829,A000,Z999,,0
B830,A000,Z999,,0
B831,A000,Z999,,0
B832,A000,Z999,,0
B833,A000,Z999,,0
B834,A000,Z999,,0
B838,A000,Z999,,0
B839,A000,Z999,,0
B850,A000,Z999,,0
B851,A000,Z999,,0
B852,A000,Z999,,0
B853,A000,Z999,,0
B854,A000,Z999,,0
B86,A000,Z999,,0
B870,A000,Z999,,0
B871,A000,Z999,,0
B872,A000,Z999,,0
B873,A000,Z999,,0
B874,A000,Z999,,0
B878,A000,Z999,,0
B879,A000,Z999,,0
B880,A000,Z999,,0
B881,A000,Z999,,0
B882,A000,Z999,,0
B883,A000,Z999,,0
B888,A000,Z999,,0
B889,A000,Z999,,0
B89,A000,Z999,,0
B900,B200,B24,,0
B900,B900,,,0
B900,C000,C969,,0
B900,D800,D899,,0
B900,R75,,,0
B900,Y632,,,0
B900,Y842,,,0
B901,B200,B24,,0
B901,B901,,,0
B901,C000,C969,,0
B901,D800,D899,,0
B901,R75,,,0
B901,Y632,,,0
B901,Y842,,,0
B902,B200,B24,,0
B902,B902,,,0
B902,C000,C969,,0
B902,D800,D899,,0
B902,R75,,,0
B902,Y632,,,0
B902,Y842,,,0
B908,B200,B24,,0
B908,B908,,,0
B908,C000,C969,,0
B908,D800,D899,,0
B908,R75,,,0
B908,Y632,,,0
B908,Y842,,,0
B909,B200,B24,,0
B909,B909,,,0
B909,C000,C969,,0
B909,D800,D899,,0
B909,R75,,,0
B909,Y632,,,0
B909,Y842,,,0
B91,B91,,,0
B92,B92,,,0
B940,B940,,,0
B941,B941,,,0
B942,B942,,,0
B948,A000,B89,,0
B948,B948,,,0
B948,C000,C969,,0
B948,R75,,,0
B949,A000,B89,,0
B949,B949,,,0
B949,C000,C969,,0
B949,R75,,,0
B950,B950,,,0
B950,C000,C969,,0
B951,B951,,,0
B951,C000,C969,,0
B952,B952,,,0
B952,C000,C969,,0
B953,B953,,,0
B953,C000,C969,,0
B954,B954,,,0
B954,C000,C969,,0
B955,B955,,,0
B955,C000,C969,,0
B956,B956,,,0
B956,C000,C969,,0
B957,B957,,,0
B957,C000,C969,,0
B958,B958,,,0
B958,C000,C969,,0
B960,B960,,,0
B960,C000,C969,,0
B961,B961,,,0
B961,C000,C969,,0
B962,B962,,,0
B962,C000,C969,,0
B963,B963,,,0
B963,C000,C969,,0
B964,B964,,,0
B964,C000,C969,,0
